Brand_Cat,OpAreaLvl3,ts_group,OTA_yhat,OTA_RmNts,Non_OTA_yhat,Non_OTA_RmNts
Focused Service,Americas,2017-08-27,19951.1968326174,20779,125974.589270819,128427
Focused Service,Americas,2017-08-28,20749.0760659813,17451,202970.908050348,202099
Focused Service,Americas,2017-08-29,20551.4162421154,15778,202619.183982195,221621
Focused Service,Americas,2017-08-30,20361.2759932493,16049,202387.081323336,208069
Focused Service,Americas,2017-08-31,20178.7710850798,20350,202283.077919517,165812
Focused Service,Americas,2017-09-01,20003.9404223366,38522,202313.833065795,174401
Focused Service,Americas,2017-09-02,46186.4643494641,48599,198986.187840055,197648
Focused Service,Americas,2017-09-03,35026.2291222961,37474,143522.70274447,146822
Focused Service,Americas,2017-09-04,14705.5561965575,15556,89231.5179176506,95935
Focused Service,Americas,2017-09-05,19379.0441578479,14168,203832.299954507,179124
Focused Service,Americas,2017-09-06,19241.6973577851,15482,204553.329757027,206679
Focused Service,Americas,2017-09-07,19112.4798251898,18820,205399.835907938,189647
Focused Service,Americas,2017-09-08,18991.7340223497,29964,206361.46403618,185985
Focused Service,Americas,2017-09-09,34624.1481738208,34474,184261.436720846,196902
Focused Service,Americas,2017-09-10,17769.378703059,20377,130949.319476442,154991
Focused Service,Americas,2017-09-11,18685.4094497264,15735,209800.454651899,217453
Focused Service,Americas,2017-09-12,18604.1322451352,12823,211076.805928147,236950
Focused Service,Americas,2017-09-13,18534.5560950981,13405,212387.453037531,239252
Focused Service,Americas,2017-09-14,18477.5105949978,17938,213712.780138744,209430
Focused Service,Americas,2017-09-15,18433.8170435385,29894,215032.993850708,198513
Focused Service,Americas,2017-09-16,34187.1750451397,34407,193138.846334755,204670
Focused Service,Americas,2017-09-17,17378.8085955666,17890,139871.716189956,148380
Focused Service,Americas,2017-09-18,18390.0983212735,14514,218771.952489706,228429
Focused Service,Americas,2017-09-19,18406.44834665,12856,219886.136523433,249665
Focused Service,Americas,2017-09-20,18438.7094199362,13861,220909.285249325,244619
Focused Service,Americas,2017-09-21,18486.8010452697,18561,221829.660155223,209853
Focused Service,Americas,2017-09-22,18550.3649978363,31091,222638.082321954,199825
Focused Service,Americas,2017-09-23,34450.3602819264,36096,200112.780115163,206869
Focused Service,Americas,2017-09-24,17707.798542674,17832,146106.223965626,145139
Focused Service,Americas,2017-09-25,18825.7182189542,14682,224341.82926541,223291
Focused Service,Americas,2017-09-26,18941.407496886,13226,224667.110526777,247536
Focused Service,Americas,2017-09-27,19066.1096980375,14174,224877.111363686,243196
Focused Service,Americas,2017-09-28,19197.6286035142,18133,224979.409394035,203227
Focused Service,Americas,2017-09-29,19333.5227181069,30563,224983.875274745,190923
Focused Service,Americas,2017-09-30,35331.4586810085,36654,201661.375011518,200449
Focused Service,Americas,2017-10-01,18592.0759573121,18531,146877.181047111,134799
Focused Service,Americas,2017-10-02,19740.3311163289,15576,224535.955553879,209447
Focused Service,Americas,2017-10-03,19866.092092532,14738,224280.821470069,236885
Focused Service,Americas,2017-10-04,19982.1272123138,15814,223998.147155741,236307
Focused Service,Americas,2017-10-05,20085.6808150803,20401,223702.97681576,207918
Focused Service,Americas,2017-10-06,20174.1811218527,33911,223409.558881244,210203
Focused Service,Americas,2017-10-07,38108.6825093285,38082,216296.091539172,218710
Focused Service,Americas,2017-10-08,23277.1377528609,23394,151749.314010361,153124
Focused Service,Americas,2017-10-09,16469.9072958893,16503,207593.468194794,205403
Focused Service,Americas,2017-10-10,20336.3610751579,15011,222477.754140301,240579
Focused Service,Americas,2017-10-11,20321.9793130581,15887,222345.45371319,242130
Focused Service,Americas,2017-10-12,20284.4305234986,20970,222261.674435134,211924
Focused Service,Americas,2017-10-13,20223.9923096919,33556,222225.392016616,210563
Focused Service,Americas,2017-10-14,36079.1275511919,37851,198939.794304126,215885
Focused Service,Americas,2017-10-15,19017.5432739678,19477,144252.604549014,146676
Focused Service,Americas,2017-10-16,19915.7943273034,14728,222351.277513615,227326
Focused Service,Americas,2017-10-17,19776.673628044,12954,222442.643688133,251824
Focused Service,Americas,2017-10-18,19623.3911126503,13674,222539.24835969,250259
Focused Service,Americas,2017-10-19,19458.8987525077,18644,222627.187028654,220912
Focused Service,Americas,2017-10-20,19286.4062797312,31628,222691.711096291,212963
Focused Service,Americas,2017-10-21,35085.6299621889,36546,199398.034883583,216688
Focused Service,Americas,2017-10-22,17907.988946363,18879,144592.111232219,146350
Focused Service,Americas,2017-10-23,18755.1353237394,14640,222595.504433151,229848
Focused Service,Americas,2017-10-24,18584.9196247753,13504,222420.201894614,252905
Focused Service,Americas,2017-10-25,18423.5867870776,14510,222153.339567637,249858
Focused Service,Americas,2017-10-26,18274.0381294213,18941,221785.980041043,211298
Focused Service,Americas,2017-10-27,18138.8120498683,31058,221311.776520746,192907
Focused Service,Americas,2017-10-28,34035.0020712109,35814,197380.947095395,193983
Focused Service,Americas,2017-10-29,16893.6931026155,17065,141860.790340227,120162
Focused Service,Americas,2017-10-30,17837.5276035286,13518,219229.505853749,168681
Focused Service,Americas,2017-10-31,17775.3602760937,12720,218325.44893301,181876
Focused Service,Americas,2017-11-01,17732.5860363756,15006,217329.544540244,228499
Focused Service,Americas,2017-11-02,17708.4516791574,18226,216254.358307902,204309
Focused Service,Americas,2017-11-03,17701.608736693,29426,215115.237427009,197535
Focused Service,Americas,2017-11-04,33763.7992502981,33220,190556.957808317,199774
Focused Service,Americas,2017-11-05,16703.6186793043,16765,134473.5887461,137682
Focused Service,Americas,2017-11-06,17763.1904535247,14450,211500.987122157,222298
Focused Service,Americas,2017-11-07,17801.5653744541,13495,210300.348519413,249561
Focused Service,Americas,2017-11-08,17719.9144757392,14850,231693.253622813,244765
Focused Service,Americas,2017-11-09,19878.8885184269,19580,212952.45441071,203726
Focused Service,Americas,2017-11-10,19176.4896066365,32595,207668.853014683,200446
Focused Service,Americas,2017-11-11,34042.6623274284,35379,182692.779047861,196414
Focused Service,Americas,2017-11-12,16937.1870088156,17454,126967.0327203,136477
Focused Service,Americas,2017-11-13,17970.022253441,14812,204605.537190201,227342
Focused Service,Americas,2017-11-14,17954.3960243401,13366,204063.251658555,252504
Focused Service,Americas,2017-11-15,17918.2715851341,14230,203663.026904498,248457
Focused Service,Americas,2017-11-16,17859.6771859306,18086,203405.614230643,204448
Focused Service,Americas,2017-11-17,17777.2691595029,29791,203287.155874008,180083
Focused Service,Americas,2017-11-18,33801.3691156895,34815,179875.940341155,178241
Focused Service,Americas,2017-11-19,16506.1505533651,18842,125036.995903593,105765
Focused Service,Americas,2017-11-20,15714.5864420224,16490,126725.501149514,129600
Focused Service,Americas,2017-11-21,16638.7878294311,16952,115756.627758583,118453
Focused Service,Americas,2017-11-22,23476.3346153294,24624,118029.684135742,123073
Focused Service,Americas,2017-11-23,31297.4943204065,33558,147087.1317208,153339
Focused Service,Americas,2017-11-24,35463.4352683685,38035,158665.961930213,165104
Focused Service,Americas,2017-11-25,30265.4963902238,32260,144371.612813905,137936
Focused Service,Americas,2017-11-26,15061.3819974119,14408,127196.703596985,95446
Focused Service,Americas,2017-11-27,15858.293919252,13327,205806.888873502,182064
Focused Service,Americas,2017-11-28,15625.8372421349,13488,205808.950660388,218847
Focused Service,Americas,2017-11-29,15404.8035670455,14093,205635.908127781,217162
Focused Service,Americas,2017-11-30,15200.5143213281,16248,205258.719057228,176474
Focused Service,Americas,2017-12-01,15018.1209670695,26153,204651.853653661,161423
Focused Service,Americas,2017-12-02,31070.7704735981,30307,180324.900577422,165379
Focused Service,Americas,2017-12-03,13700.0495564781,15517,124131.041349754,121064
Focused Service,Americas,2017-12-04,14648.4488090105,14990,201266.76843687,214409
Focused Service,Americas,2017-12-05,14597.0979809433,14214,199582.200723095,240775
Focused Service,Americas,2017-12-06,14586.3116449454,14660,197617.561610144,233653
Focused Service,Americas,2017-12-07,14617.6421622143,16798,195381.507429896,188743
Focused Service,Americas,2017-12-08,14691.7335574894,26006,192889.366617351,161073
Focused Service,Americas,2017-12-09,31055.2479965874,29390,166670.78876855,158718
Focused Service,Americas,2017-12-10,13925.6423367196,15175,108618.808442526,118135
Focused Service,Americas,2017-12-11,15162.7584068576,14330,184125.796482904,206678
Focused Service,Americas,2017-12-12,15395.3335242473,13521,180887.879430469,229225
Focused Service,Americas,2017-12-13,15659.75706749,14141,177560.239937335,220492
Focused Service,Americas,2017-12-14,15951.2433000145,16650,174189.902744893,172970
Focused Service,Americas,2017-12-15,16264.316819666,26110,170826.477973999,145346
Focused Service,Americas,2017-12-16,32878.5539182334,30358,144005.877616791,147493
Focused Service,Americas,2017-12-17,15887.7196764559,15719,85640.180541962,99137
Focused Service,Americas,2017-12-18,17270.4860474834,14719,161290.898992348,147994
Focused Service,Americas,2017-12-19,17605.6924524261,14698,158466.004848262,153168
Focused Service,Americas,2017-12-20,17929.2617778809,15038,155896.867701507,132358
Focused Service,Americas,2017-12-21,18234.416434446,16941,153625.680710605,105478
Focused Service,Americas,2017-12-22,18379.8628788681,24567,140313.523306023,103532
Focused Service,Americas,2017-12-23,33781.5197869561,28391,100523.425131116,101034
Focused Service,Americas,2017-12-24,21041.8454606059,26547,31708.2988226375,91971
Focused Service,Americas,2017-12-25,21316.8581665172,24546,87907.0135282846,91566
Focused Service,Americas,2017-12-26,24389.5064373894,25115,117653.376881819,112567
Focused Service,Americas,2017-12-27,29136.7990393337,27478,141998.127893937,131947
Focused Service,Americas,2017-12-28,19386.6972059162,29137,148392.904077733,134927
Focused Service,Americas,2017-12-29,19366.2644689349,35789,149288.959759092,140852
Focused Service,Americas,2017-12-30,41082.9287467614,39375,130279.551324442,131692
Focused Service,Americas,2017-12-31,33727.9610534468,43868,74127.6664413767,127073
Focused Service,Americas,2018-01-01,16717.4084952566,19494,76439.9985817499,72227
Focused Service,Americas,2018-01-02,15832.4353378733,16951,121380.206787633,111775
Focused Service,Americas,2018-01-03,16660.4861354314,17745,140103.513747381,135709
Focused Service,Americas,2018-01-04,19170.4766415461,18341,130248.321943224,131750
Focused Service,Americas,2018-01-05,20974.101298151,22782,126423.242739539,118053
Focused Service,Americas,2018-01-06,34008.9319895961,24571,143709.950320921,119904
Focused Service,Americas,2018-01-07,16201.4811334026,14175,91319.6918313949,102720
Focused Service,Americas,2018-01-08,16885.9887374905,14488,173156.356971905,182023
Focused Service,Americas,2018-01-09,16516.8225945719,14778,176021.952120474,214032
Focused Service,Americas,2018-01-10,16151.0753153372,15124,178777.977877901,212269
Focused Service,Americas,2018-01-11,15795.3658556121,16319,181382.076610419,169421
Focused Service,Americas,2018-01-12,15455.9859800069,24949,183796.762671732,150517
Focused Service,Americas,2018-01-13,30245.9664835919,30124,155035.122945629,153903
Focused Service,Americas,2018-01-14,17745.1835294866,18690,116871.249208005,121174
Focused Service,Americas,2018-01-15,13719.071535544,14391,169483.474842159,172846
Focused Service,Americas,2018-01-16,14369.198493481,14125,191019.857976934,215168
Focused Service,Americas,2018-01-17,14186.0305336418,14559,192139.552342985,212738
Focused Service,Americas,2018-01-18,14043.7972713034,15864,192978.296282514,175248
Focused Service,Americas,2018-01-19,13943.7341486889,23135,193544.818920765,140295
Focused Service,Americas,2018-01-20,30365.1245283379,26583,170239.758955725,139285
Focused Service,Americas,2018-01-21,12815.4052000415,13301,114871.021728457,106893
Focused Service,Americas,2018-01-22,13895.7552347265,13669,193790.151116886,194435
Focused Service,Americas,2018-01-23,13959.4235963653,13660,193473.078170455,225803
Focused Service,Americas,2018-01-24,14058.8617758411,14422,193009.889826066,224721
Focused Service,Americas,2018-01-25,14190.6928345777,16376,192436.903473795,180562
Focused Service,Americas,2018-01-26,14351.0530136487,25203,191791.963262044,150844
Focused Service,Americas,2018-01-27,31053.3022563459,29047,167479.253165005,148566
Focused Service,Americas,2018-01-28,13682.440878304,13869,111308.731100682,110147
Focused Service,Americas,2018-01-29,14959.770268465,13894,189805.805741219,196734
Focused Service,Americas,2018-01-30,15189.9099160111,13903,189247.332009309,222683
Focused Service,Americas,2018-01-31,15426.0261185461,14446,188794.826768492,216020
Focused Service,Americas,2018-02-01,15663.7803943571,16127,188475.465180824,172310
Focused Service,Americas,2018-02-02,15899.140597343,24422,188311.981533057,145641
Focused Service,Americas,2018-02-03,32684.7273637044,27039,164668.274447014,137369
Focused Service,Americas,2018-02-04,15288.4006564523,13764,109314.036392488,103125
Focused Service,Americas,2018-02-05,16556.8513611698,13526,188908.793254311,197813
Focused Service,Americas,2018-02-06,16751.1709580804,13684,189494.125876605,231640
Focused Service,Americas,2018-02-07,16930.0473279069,14001,190271.1939216,227034
Focused Service,Americas,2018-02-08,17092.5747362806,16692,191231.388406421,184587
Focused Service,Americas,2018-02-09,17238.4308299803,26855,192361.420853975,157004
Focused Service,Americas,2018-02-10,33962.7721110044,31789,169970.141489202,154257
Focused Service,Americas,2018-02-11,16418.9222300378,15740,115778.61310396,113644
Focused Service,Americas,2018-02-12,17580.846605159,14618,196578.586328845,200911
Focused Service,Americas,2018-02-13,17667.2480079566,13980,198180.844906697,211696
Focused Service,Americas,2018-02-14,17742.7241524539,15164,199836.76567379,205094
Focused Service,Americas,2018-02-15,17809.455018922,17121,201518.195633674,192158
Focused Service,Americas,2018-02-16,17869.7816544153,30157,203197.152589679,184797
Focused Service,Americas,2018-02-17,39512.1923755221,37561,193365.865018716,193993
Focused Service,Americas,2018-02-18,22813.3768519452,22517,141818.245093088,142363
Focused Service,Americas,2018-02-19,15548.9110100373,14832,190338.408439872,189682
Focused Service,Americas,2018-02-20,18094.8268716043,13748,209375.299019567,233877
Focused Service,Americas,2018-02-21,18158.1109295379,14537,210677.686891116,237795
Focused Service,Americas,2018-02-22,18227.9127618851,18424,211851.135570842,204889
Focused Service,Americas,2018-02-23,18305.570164544,31304,212886.079891376,182977
Focused Service,Americas,2018-02-24,35064.3106158494,36685,190063.759377697,179406
Focused Service,Americas,2018-02-25,17420.3917278493,16023,135094.744220044,123586
Focused Service,Americas,2018-02-26,18593.6113325205,14465,215123.777483456,212013
Focused Service,Americas,2018-02-27,18708.7367655776,13429,215587.885860076,238694
Focused Service,Americas,2018-02-28,18832.8718417914,13965,215923.582615468,232465
Focused Service,Americas,2018-03-01,18965.1801810558,16992,216142.922610629,198008
Focused Service,Americas,2018-03-02,19104.5363096119,30387,216260.354656435,194914
Focused Service,Americas,2018-03-03,35960.4804702559,35678,192559.247568182,191865
Focused Service,Americas,2018-03-04,18328.6473829557,16490,136754.404241638,133519
Focused Service,Americas,2018-03-05,19550.3349921046,14160,216169.891013008,218277
Focused Service,Americas,2018-03-06,19702.6194197027,12792,216052.280690821,241851
Focused Service,Americas,2018-03-07,19853.8234162225,13680,215920.857324356,240329
Focused Service,Americas,2018-03-08,20002.233019347,17686,215792.273599655,205368
Focused Service,Americas,2018-03-09,20146.2399909307,31772,215681.592131927,193441
Focused Service,Americas,2018-03-10,37033.961397838,37501,191849.165237074,193036
Focused Service,Americas,2018-03-11,19342.8731238208,19007,135987.94931409,139504
Focused Service,Americas,2018-03-12,20538.3494373597,16710,215575.124682696,221881
Focused Service,Americas,2018-03-13,20652.3743422227,15405,215641.299924623,245399
Focused Service,Americas,2018-03-14,20757.0236885805,16285,215764.470871297,241426
Focused Service,Americas,2018-03-15,20852.0915681311,20911,215943.996556452,209057
Focused Service,Americas,2018-03-16,20937.6473171913,35186,216176.461658453,196617
Focused Service,Americas,2018-03-17,37802.2522727981,40167,192683.445499502,195546
Focused Service,Americas,2018-03-18,20006.7416399221,17677,137124.060873025,132937
Focused Service,Americas,2018-03-19,21141.6913259343,14774,217120.665937051,218688
Focused Service,Americas,2018-03-20,21194.6961894185,13629,217484.201468911,245916
Focused Service,Americas,2018-03-21,21241.8511170532,14447,217851.942244145,243891
Focused Service,Americas,2018-03-22,21284.2875332567,18368,218210.696845381,208820
Focused Service,Americas,2018-03-23,21323.1602025103,34180,218547.268203704,201031
Focused Service,Americas,2018-03-24,38186.4905568536,39797,195056.768736081,198307
Focused Service,Americas,2018-03-25,20317.1393372143,20311,139379.932310412,137379
Focused Service,Americas,2018-03-26,21429.25458679,17716,219302.373616056,216359
Focused Service,Americas,2018-03-27,21464.1802580426,16834,219435.438083419,237869
Focused Service,Americas,2018-03-28,21500.0070831126,18282,219497.069445843,222420
Focused Service,Americas,2018-03-29,21537.0949715338,24612,219483.522451642,172790
Focused Service,Americas,2018-03-30,21575.5677648014,39510,219393.697883319,169820
Focused Service,Americas,2018-03-31,38480.8610395186,38904,195417.289817881,151723
Focused Service,Americas,2018-04-01,20575.9605718368,21377,139196.188126536,111221
Focused Service,Americas,2018-04-02,21696.9011835233,19030,218696.648516634,192505
Focused Service,Americas,2018-04-03,21737.3677172689,18096,218345.114634385,229158
Focused Service,Americas,2018-04-04,21776.3679854871,18546,217951.711201063,232998
Focused Service,Americas,2018-04-05,21812.7818554936,23084,217530.105999556,208841
Focused Service,Americas,2018-04-06,21845.3919162862,35510,217095.461906509,204858
Focused Service,Americas,2018-04-07,38777.1499400545,38661,192832.265053353,200104
Focused Service,Americas,2018-04-08,20811.6810122356,16604,136379.885172082,133011
Focused Service,Americas,2018-04-09,21907.8188968995,14693,215877.574123551,223058
Focused Service,Americas,2018-04-10,21912.8709808245,13810,215555.723521885,252243
Focused Service,Americas,2018-04-11,21908.3720296223,14867,215302.157836916,249751
Focused Service,Americas,2018-04-12,21893.6069431476,19109,215130.657526597,209819
Focused Service,Americas,2018-04-13,21868.1143199023,33354,215053.044761162,198493
Focused Service,Americas,2018-04-14,38774.600574435,39071,191227.29205248,200688
Focused Service,Americas,2018-04-15,20699.633016899,18235,135267.906656553,139324
Focused Service,Americas,2018-04-16,21727.1318218447,15597,215464.41673935,224221
Focused Service,Americas,2018-04-17,21660.2183567714,14174,215828.806447217,252651
Focused Service,Americas,2018-04-18,21584.9711988004,14894,216305.270256797,251313
Focused Service,Americas,2018-04-19,21502.848582142,19108,216888.067716654,218098
Focused Service,Americas,2018-04-20,21415.5979262543,34008,217568.355214972,210785
Focused Service,Americas,2018-04-21,38306.7599640711,39030,194463.119557062,210468
Focused Service,Americas,2018-04-22,20146.5043845518,17842,139150.84676247,136859
Focused Service,Americas,2018-04-23,21144.0449052312,14741,220063.858339416,225311
Focused Service,Americas,2018-04-24,21058.0516065833,14017,220992.177622589,252778
Focused Service,Americas,2018-04-25,20978.4047506594,15155,221936.883010196,249356
Focused Service,Americas,2018-04-26,20907.5277187746,20114,222877.311701266,214330
Focused Service,Americas,2018-04-27,20847.7284191273,35330,223792.534137869,209408
Focused Service,Americas,2018-04-28,37821.3338453895,41409,200770.89147406,210226
Focused Service,Americas,2018-04-29,19679.7221331727,19691,145370.616557652,129958
Focused Service,Americas,2018-04-30,20754.7265176118,16331,226185.586745856,204878
Focused Service,Americas,2018-05-01,20757.6874987609,15238,226805.099342152,235246
Focused Service,Americas,2018-05-02,20779.2881150692,15921,227310.228281202,235487
Focused Service,Americas,2018-05-03,20819.886371204,20502,227689.725595884,204829
Focused Service,Americas,2018-05-04,20879.3802014863,34891,227935.450477393,206984
Focused Service,Americas,2018-05-05,38016.0640311859,39957,204131.805852413,211080
Focused Service,Americas,2018-05-06,19959.945909212,19510,147840.61053813,139050
Focused Service,Americas,2018-05-07,21163.2236573639,16210,227838.953876085,222975
Focused Service,Americas,2018-05-08,21288.0507147584,15065,227536.159203471,250920
Focused Service,Americas,2018-05-09,21424.5178711857,16134,227110.663056445,246967
Focused Service,Americas,2018-05-10,21570.0362771115,20825,226574.756480825,209795
Focused Service,Americas,2018-05-11,21721.7629157704,34435,225943.567911359,196874
Focused Service,Americas,2018-05-12,38974.2018375226,37453,201302.816742962,190981
Focused Service,Americas,2018-05-13,20936.8036191587,18089,144225.451737801,126112
Focused Service,Americas,2018-05-14,22183.5159066447,16076,223663.587074919,225603
Focused Service,Americas,2018-05-15,22329.2200207914,15255,222844.485372764,254892
Focused Service,Americas,2018-05-16,22465.8205218173,16049,222032.764161835,252330
Focused Service,Americas,2018-05-17,22590.6172111733,20938,221250.647863931,217025
Focused Service,Americas,2018-05-18,22701.2176425748,36493,220519.609987022,210572
Focused Service,Americas,2018-05-19,39931.7983104185,42119,195906.702302968,214693
Focused Service,Americas,2018-05-20,21774.8912409124,23010,138974.58077534,149089
Focused Service,Americas,2018-05-21,22929.9113029196,17294,218825.355743855,227147
Focused Service,Americas,2018-05-22,22968.1563897851,15717,218480.304210943,252054
Focused Service,Americas,2018-05-23,22986.9025439425,16683,218265.104103489,240738
Focused Service,Americas,2018-05-24,22986.6625396735,21444,218187.132571161,189807
Focused Service,Americas,2018-05-25,22968.4890530807,38293,218250.439638244,197163
Focused Service,Americas,2018-05-26,50704.3921762372,47362,218807.204995917,216785
Focused Service,Americas,2018-05-27,38020.8294188822,34915,154214.520645173,153791
Focused Service,Americas,2018-05-28,16846.4376139352,15956,98781.8728547524,104424
Focused Service,Americas,2018-05-29,22754.7347402223,16360,219880.366039492,190459
Focused Service,Americas,2018-05-30,22679.2038034111,17048,220595.410571587,212134
Focused Service,Americas,2018-05-31,22601.1693301997,20478,221409.152562695,191708
Focused Service,Americas,2018-06-01,22524.1038118493,32977,222305.556237891,197786
Focused Service,Americas,2018-06-02,39665.0306207694,37730,199271.389202335,205866
Focused Service,Americas,2018-06-03,21284.5711791258,19525,143814.113329652,146474
Focused Service,Americas,2018-06-04,22333.3554680497,16996,225310.411642932,229895
Focused Service,Americas,2018-06-05,22294.1247490383,15886,226353.944307671,255523
Focused Service,Americas,2018-06-06,22271.8599915395,16621,227386.946404489,252708
Focused Service,Americas,2018-06-07,22268.8823220676,21194,228391.643653865,217474
Focused Service,Americas,2018-06-08,22287.0511202208,34411,229351.632924909,208517
Focused Service,Americas,2018-06-09,39579.8965209026,39144,206235.328763518,214656
Focused Service,Americas,2018-06-10,21286.9295554705,20714,150547.136909403,153708
Focused Service,Americas,2018-06-11,22479.1343436867,17478,231824.26517692,236860
Focused Service,Americas,2018-06-12,22589.7655877256,15881,232477.72160072,259678
Focused Service,Americas,2018-06-13,22722.636632826,16860,233036.356343166,254753
Focused Service,Americas,2018-06-14,22876.2791634294,21681,233497.857041202,220582
Focused Service,Americas,2018-06-15,23048.7185344927,35516,233862.568356851,206142
Focused Service,Americas,2018-06-16,40528.3735505594,40096,210089.103419829,205114
Focused Service,Americas,2018-06-17,22332.6750417017,20958,153714.205111629,141116
Focused Service,Americas,2018-06-18,23652.6678996517,18288,234416.440147392,235338
Focused Service,Americas,2018-06-19,23872.5117404163,16292,234445.266604478,259970
Focused Service,Americas,2018-06-20,24095.9185413634,17477,234412.714567831,258453
Focused Service,Americas,2018-06-21,24319.3424157717,22636,234330.591243653,228794
Focused Service,Americas,2018-06-22,24539.2850084807,36468,234211.429976327,221204
Focused Service,Americas,2018-06-23,42081.8986526828,40908,209995.467444199,223263
Focused Service,Americas,2018-06-24,23845.8344976518,23233,153244.541872321,159463
Focused Service,Americas,2018-06-25,25145.8629233594,19187,233759.590357404,238724
Focused Service,Americas,2018-06-26,25320.9755781651,17283,233618.305139246,259539
Focused Service,Americas,2018-06-27,25478.8637282913,18646,233499.91994799,253564
Focused Service,Americas,2018-06-28,25618.0249853326,23809,233413.447822023,219334
Focused Service,Americas,2018-06-29,25737.4846841127,37608,233366.279874191,206052
Focused Service,Americas,2018-06-30,43204.9905822869,45315,209263.048191819,208324
Focused Service,Americas,2018-07-01,24803.9841067037,27120,152674.064960882,130540
Focused Service,Americas,2018-07-02,28328.8480794269,23579,167624.661099604,134754
Focused Service,Americas,2018-07-03,28786.6798489222,24915,118159.221533091,114671
Focused Service,Americas,2018-07-04,31554.0007735744,26336,124848.579945845,120180
Focused Service,Americas,2018-07-05,36477.3946370503,29567,173565.287099053,161551
Focused Service,Americas,2018-07-06,33388.7127087799,40191,201120.074694867,194935
Focused Service,Americas,2018-07-07,46617.179750441,42515,195357.011811354,198209
Focused Service,Americas,2018-07-08,24911.9611987456,22039,154210.891239476,146198
Focused Service,Americas,2018-07-09,26006.8572737223,19298,235366.9000299,235056
Focused Service,Americas,2018-07-10,25986.9595623125,17375,235726.274972465,259020
Focused Service,Americas,2018-07-11,25969.9203076075,18552,236083.488287378,256779
Focused Service,Americas,2018-07-12,25958.6047299958,24251,236429.27339105,226949
Focused Service,Americas,2018-07-13,25955.6442968809,39000,236754.682682309,215290
Focused Service,Americas,2018-07-14,43408.8624990924,44148,212893.672362843,218457
Focused Service,Americas,2018-07-15,24866.5868451662,25292,156440.371443081,160532
Focused Service,Americas,2018-07-16,26018.556204809,20639,237522.474852682,241142
Focused Service,Americas,2018-07-17,26068.5820831762,18516,237684.766668884,262182
Focused Service,Americas,2018-07-18,26134.3027021615,19743,237794.195468904,258739
Focused Service,Americas,2018-07-19,26215.7205979819,26039,237847.694806096,229821
Focused Service,Americas,2018-07-20,26312.3119849758,41932,237843.454220223,220804
Focused Service,Americas,2018-07-21,43908.7656234275,47131,213586.635253369,221417
Focused Service,Americas,2018-07-22,25426.6737068602,26909,156733.026722616,163672
Focused Service,Americas,2018-07-23,26680.3508574836,21458,237483.85998921,239666
Focused Service,Americas,2018-07-24,26822.5907285583,18723,237253.366375606,260298
Focused Service,Americas,2018-07-25,26970.3894305219,19807,236972.102727236,257058
Focused Service,Americas,2018-07-26,27120.7740028166,25596,236643.645982771,227457
Focused Service,Americas,2018-07-27,27270.5815471441,41996,236271.864090137,219879
Focused Service,Americas,2018-07-28,44942.7508100794,47703,211628.523889877,219566
Focused Service,Americas,2018-07-29,26433.0538654818,26272,154430.385657356,154238
Focused Service,Americas,2018-07-30,27683.7629372434,20734,234935.476831466,222389
Focused Service,Americas,2018-07-31,27798.6720193247,19625,234428.121021209,242587
Focused Service,Americas,2018-08-01,27897.1730378851,20990,233894.594555956,242854
Focused Service,Americas,2018-08-02,27976.6396642225,26752,233336.86110225,216401
Focused Service,Americas,2018-08-03,28034.7812083513,42882,232756.196231682,212773
Focused Service,Americas,2018-08-04,45636.3879574177,48346,207883.036666906,213243
Focused Service,Americas,2018-08-05,26955.0036601961,28209,150487.846737009,156035
Focused Service,Americas,2018-08-06,28064.3420648887,21796,230879.154376775,226744
Focused Service,Americas,2018-08-07,28022.4801524849,19867,230206.315740701,250951
Focused Service,Americas,2018-08-08,27954.2009946321,21093,229507.717394273,247603
Focused Service,Americas,2018-08-09,27859.8566387682,26604,228781.708402212,215466
Focused Service,Americas,2018-08-10,27740.2323531863,42899,228026.672860182,202727
Focused Service,Americas,2018-08-11,45203.6948827961,47953,202933.147994592,207271
Focused Service,Americas,2018-08-12,26302.7697515785,26213,145328.421803019,151389
Focused Service,Americas,2018-08-13,27243.287208368,20830,225576.223341116,227022
Focused Service,Americas,2018-08-14,27037.7427844059,19067,224697.051012966,251374
Focused Service,Americas,2018-08-15,26815.9184288238,20314,223788.690072071,248213
Focused Service,Americas,2018-08-16,26580.2512930286,25690,222854.061067039,212881
Focused Service,Americas,2018-08-17,26333.2493181948,40733,221897.417883999,200470
Focused Service,Americas,2018-08-18,43725.0960635079,46869,196578.381876249,206117
Focused Service,Americas,2018-08-19,24685.1972776166,25388,138789.89963139,146152
Focused Service,Americas,2018-08-20,25549.1298711139,20635,218955.494579523,228144
Focused Service,Americas,2018-08-21,25281.2474174121,18432,217977.996034431,253740
Focused Service,Americas,2018-08-22,25013.6641382007,19533,217020.763044494,250139
Focused Service,Americas,2018-08-23,24748.2129033461,23930,216095.907277972,210073
Focused Service,Americas,2018-08-24,24486.4943550758,37665,215216.348467199,188404
Focused Service,Americas,2018-08-25,41918.0185261246,42417,190008.837392018,192840
Focused Service,Americas,2018-08-26,22846.7804345908,21373,132446.633702308,134576
Focused Service,Americas,2018-08-27,23736.097042304,18044,212984.860251544,215802
Focused Service,Americas,2018-08-28,23500.4883788282,17219,212421.701825098,240151
