Brand_Cat,OpAreaLvl3,ts_group,OTA_yhat,OTA_RmNts,Non_OTA_yhat,Non_OTA_RmNts
All Suites,Americas,2017-01-01,12284.7457656325,8934,40367.1988789307,38661
All Suites,Americas,2017-01-02,6305.40702832054,5460,36666.1013876051,34856
All Suites,Americas,2017-01-03,5778.10117319482,5225,47051.2672283269,49177
All Suites,Americas,2017-01-04,5838.2106974703,5223,53230.0239291357,55505
All Suites,Americas,2017-01-05,6585.81638734829,5551,53450.4711362671,52396
All Suites,Americas,2017-01-06,6974.09410778003,7012,54925.0939665788,51645
All Suites,Americas,2017-01-07,9502.67138452434,7811,55851.4459370808,55127
All Suites,Americas,2017-01-08,5574.87800392094,4113,44040.8591610463,47896
All Suites,Americas,2017-01-09,5587.84188247559,4049,68609.666394442,75202
All Suites,Americas,2017-01-10,5412.48795751928,3955,69778.753943325,85187
All Suites,Americas,2017-01-11,5242.898886292,4056,70887.9786745117,84571
All Suites,Americas,2017-01-12,5081.88667262221,4553,71922.1840827934,69465
All Suites,Americas,2017-01-13,4932.0320765436,7032,72868.4007610484,63334
All Suites,Americas,2017-01-14,9972.94060308377,8686,67572.0827162767,69237
All Suites,Americas,2017-01-15,6043.43654987494,5417,54068.5686935493,54346
All Suites,Americas,2017-01-16,4282.29045718707,3897,66021.0500025134,66469
All Suites,Americas,2017-01-17,4257.77864190191,3914,80562.6089126927,84181
All Suites,Americas,2017-01-18,4418.4196497644,4295,76004.2607281411,85046
All Suites,Americas,2017-01-19,4371.26803573519,5018,76295.3630157498,72270
All Suites,Americas,2017-01-20,4343.57332734794,7777,76481.2940145212,61041
All Suites,Americas,2017-01-21,9541.88951823095,9417,70402.7788167974,61425
All Suites,Americas,2017-01-22,4151.25773507535,4219,53083.1899916544,50613
All Suites,Americas,2017-01-23,4371.3254104905,4083,76496.4955323848,80600
All Suites,Americas,2017-01-24,4413.81065928263,3976,76359.1725980071,90093
All Suites,Americas,2017-01-25,4470.31936538975,4037,76173.1980150047,88836
All Suites,Americas,2017-01-26,4538.94939092797,4720,75953.295799622,73953
All Suites,Americas,2017-01-27,4617.6413948148,7644,75714.4411029149,62525
All Suites,Americas,2017-01-28,9940.84793881584,9526,69281.2309832131,64267
All Suites,Americas,2017-01-29,4602.12837556718,4193,51685.3056009967,48526
All Suites,Americas,2017-01-30,4892.32022452377,3900,75029.5896407034,74356
All Suites,Americas,2017-01-31,4989.49345724541,3862,74856.3913322841,83586
All Suites,Americas,2017-02-01,5086.03617259712,3917,74729.8946818477,83447
All Suites,Americas,2017-02-02,5180.10280074689,4435,74659.1783565187,69815
All Suites,Americas,2017-02-03,5270.05141992549,7113,74651.4284548967,62162
All Suites,Americas,2017-02-04,10620.7431215893,8622,68498.4551867701,64025
All Suites,Americas,2017-02-05,5236.74273323165,4033,51224.4977491937,48478
All Suites,Americas,2017-02-06,5502.47875702129,3838,75047.1463921819,78963
All Suites,Americas,2017-02-07,5564.62745727663,3883,75321.9706496007,90527
All Suites,Americas,2017-02-08,5618.41211553817,4069,75664.8052928967,90102
All Suites,Americas,2017-02-09,5663.84671141064,4834,76070.7735214492,76716
All Suites,Americas,2017-02-10,5701.21891490649,8205,76533.3769816603,67061
All Suites,Americas,2017-02-11,11026.9875612378,10526,70808.2586487923,70118
All Suites,Americas,2017-02-12,5557.56642681991,4546,53911.4217898164,50761
All Suites,Americas,2017-02-13,5771.4598510739,4231,78176.7935621984,71864
All Suites,Americas,2017-02-14,5784.07369013823,4884,78777.2758089075,80728
All Suites,Americas,2017-02-15,5793.23518163548,4448,79386.6546354649,87940
All Suites,Americas,2017-02-16,5800.24864393249,5476,79994.4000894283,78017
All Suites,Americas,2017-02-17,5806.44958172698,10017,80590.3550478835,76715
All Suites,Americas,2017-02-18,13007.8461891677,12576,81591.6757376787,81075
All Suites,Americas,2017-02-19,8160.62031260074,7808,64971.7020361551,64829
All Suites,Americas,2017-02-20,5273.29605273147,5054,74218.1456740604,74333
All Suites,Americas,2017-02-21,5848.62888264499,4879,82680.7262577128,90180
All Suites,Americas,2017-02-22,5869.07105457883,5110,83095.9340541579,91286
All Suites,Americas,2017-02-23,5895.19107955209,6325,83459.3778967725,81073
All Suites,Americas,2017-02-24,5927.53195871785,10269,83769.2930682243,75224
All Suites,Americas,2017-02-25,11321.65671308,12155,77742.7482415226,75667
All Suites,Americas,2017-02-26,5813.22765030459,4927,60413.7036905333,54617
All Suites,Americas,2017-02-27,6064.22940984696,4482,84382.8721047163,80564
All Suites,Americas,2017-02-28,6122.77234766054,4393,84490.6593823907,89099
All Suites,Americas,2017-03-01,6187.19103438119,4682,84557.4235353292,88429
All Suites,Americas,2017-03-02,6256.85620402489,5648,84589.0110931503,76484
All Suites,Americas,2017-03-03,6330.99445425026,9732,84591.9309094249,73529
All Suites,Americas,2017-03-04,11793.5915894465,11736,78267.3037302482,75456
All Suites,Americas,2017-03-05,6289.1427463399,5227,60658.8110709781,56057
All Suites,Americas,2017-03-06,6570.93171236297,4686,84498.7525262682,83530
All Suites,Americas,2017-03-07,6653.33240401865,4425,84457.0535727774,92164
All Suites,Americas,2017-03-08,6735.18806139743,4798,84420.8904355644,91440
All Suites,Americas,2017-03-09,6815.48269402115,5872,84395.8486556999,80019
All Suites,Americas,2017-03-10,6893.26572239977,10276,84386.6471436786,76940
All Suites,Americas,2017-03-11,12382.2064286714,12518,78068.069962864,79078
All Suites,Americas,2017-03-12,6836.97257286894,6973,60483.1341564238,61466
All Suites,Americas,2017-03-13,7103.52224906892,6272,84485.6660943941,85406
All Suites,Americas,2017-03-14,7163.85972013672,5980,84565.6834701702,90428
All Suites,Americas,2017-03-15,7218.65290179179,6227,84668.6690669692,88344
All Suites,Americas,2017-03-16,7267.7245151537,7718,84792.6018966516,81560
All Suites,Americas,2017-03-17,7311.04567029604,11750,84934.4423113769,80376
All Suites,Americas,2017-03-18,12792.9102580842,12954,78738.211345725,80270
All Suites,Americas,2017-03-19,7178.91662912605,6145,61243.4928461704,58518
All Suites,Americas,2017-03-20,7408.25291567837,5440,85424.5915843618,84323
All Suites,Americas,2017-03-21,7430.89510993325,5195,85592.2976411361,93191
All Suites,Americas,2017-03-22,7449.45783335308,5526,85752.763850933,91665
All Suites,Americas,2017-03-23,7464.50740214289,6847,85900.3121130171,81530
All Suites,Americas,2017-03-24,7476.63356194923,11065,86029.5338530717,79688
All Suites,Americas,2017-03-25,12960.2596316972,12797,79760.3276652471,80322
All Suites,Americas,2017-03-26,7291.24905591054,6456,62136.5091096814,58997
All Suites,Americas,2017-03-27,7501.21120273174,5704,86261.2938550699,84358
All Suites,Americas,2017-03-28,7507.17297795995,5549,86275.1656011691,92115
All Suites,Americas,2017-03-29,7512.6973583704,5799,86254.0650853064,91525
All Suites,Americas,2017-03-30,7518.05489793722,7156,86197.6750835062,81776
All Suites,Americas,2017-03-31,7523.41097147123,11645,86106.8445415197,81049
All Suites,Americas,2017-04-01,13032.3086328304,13394,79585.3065303631,79728
All Suites,Americas,2017-04-02,7329.9354036932,6870,61688.1398580273,60081
All Suites,Americas,2017-04-03,7539.48216789648,6126,85653.3512440942,84694
All Suites,Americas,2017-04-04,7544.31715076439,5719,85455.6574229611,92474
All Suites,Americas,2017-04-05,7548.39633548298,5748,85243.8386387136,93267
All Suites,Americas,2017-04-06,7551.31205509061,7153,85024.4018902538,85806
All Suites,Americas,2017-04-07,7552.60833184431,11393,84804.2778333754,83579
All Suites,Americas,2017-04-08,13084.9425911861,13297,78169.2191143488,84198
All Suites,Americas,2017-04-09,7343.01220416932,7287,60182.1646990871,60612
All Suites,Americas,2017-04-10,7541.95940569374,6945,84211.0211682046,84133
All Suites,Americas,2017-04-11,7532.03422325821,6924,84058.5051474691,91332
All Suites,Americas,2017-04-12,7518.27746663877,7451,83938.8489940779,87307
All Suites,Americas,2017-04-13,7500.42184038404,9184,83857.0658087757,70512
All Suites,Americas,2017-04-14,7478.30636498431,13744,83817.1716555265,69300
All Suites,Americas,2017-04-15,13014.6844337438,13396,77377.5381932082,62652
All Suites,Americas,2017-04-16,7214.77515975893,6722,59599.4467424744,45744
All Suites,Americas,2017-04-17,7386.67407689241,6095,83971.3602949739,77855
All Suites,Americas,2017-04-18,7348.48070784663,5594,84115.1130622483,92365
All Suites,Americas,2017-04-19,7307.20677574352,6095,84302.2429409296,94148
All Suites,Americas,2017-04-20,7263.50085365714,7655,84529.1112299046,84991
All Suites,Americas,2017-04-21,7218.13218332981,11773,84790.874485704,81863
All Suites,Americas,2017-04-22,12764.4016285212,13307,78613.9804359947,82786
All Suites,Americas,2017-04-23,6918.38890638579,6033,61055.0586643738,61161
All Suites,Americas,2017-04-24,7081.1779490047,5120,85721.7877013063,88371
All Suites,Americas,2017-04-25,7038.60590460639,4857,86055.4824094553,96780
All Suites,Americas,2017-04-26,6999.32128641392,4996,86387.0587489986,95940
All Suites,Americas,2017-04-27,6964.35174978535,6516,86707.9600438319,85476
All Suites,Americas,2017-04-28,6934.66890075563,11346,87009.7825106956,81234
All Suites,Americas,2017-04-29,12533.2178976625,13355,80793.7719779027,81739
All Suites,Americas,2017-04-30,6685.9002792565,6131,63119.8664187691,56026
All Suites,Americas,2017-05-01,6885.60962644135,5142,87723.9369935928,80759
All Suites,Americas,2017-05-02,6884.67826194537,5104,87876.5208779173,90738
All Suites,Americas,2017-05-03,6892.09550477965,5606,87978.1439489164,89612
All Suites,Americas,2017-05-04,6907.96508945151,6975,88025.7635607367,79413
All Suites,Americas,2017-05-05,6932.19135037888,11050,88017.7512200791,78675
All Suites,Americas,2017-05-06,12616.1675407044,13301,81440.0955482667,80568
All Suites,Americas,2017-05-07,6794.53276403956,6327,63365.312592302,58131
All Suites,Americas,2017-05-08,7051.05367322391,5498,87665.7954436262,85723
All Suites,Americas,2017-05-09,7103.80070102373,5221,87448.4534797085,95304
All Suites,Americas,2017-05-10,7161.55332342845,5530,87189.1871550601,94574
All Suites,Americas,2017-05-11,7223.16821063664,7117,86894.680574146,81668
All Suites,Americas,2017-05-12,7287.40134811335,11927,86572.618453106,75906
All Suites,Americas,2017-05-13,13034.2625806434,13700,79694.5197832728,75291
All Suites,Americas,2017-05-14,7207.54678801191,6627,61344.489787998,54546
All Suites,Americas,2017-05-15,7482.55429805153,5612,85528.7020568859,85999
All Suites,Americas,2017-05-16,7543.98199141389,5374,85186.0174257793,96341
All Suites,Americas,2017-05-17,7601.49393311417,5774,84861.7311836225,96206
All Suites,Americas,2017-05-18,7653.97219440825,7373,84564.8792937732,84683
All Suites,Americas,2017-05-19,7700.44118998342,12386,84303.8922483075,81429
All Suites,Americas,2017-05-20,13451.0500036356,14233,77526.294917816,84407
All Suites,Americas,2017-05-21,7560.33572677804,7763,59317.5617221184,63920
All Suites,Americas,2017-05-22,7796.72664117311,5983,83807.011582771,87385
All Suites,Americas,2017-05-23,7813.13679061387,5553,83754.6966570972,94605
All Suites,Americas,2017-05-24,7821.62230888476,6148,83764.7154509198,89021
All Suites,Americas,2017-05-25,7822.48231129731,7848,83838.3195336978,72205
All Suites,Americas,2017-05-26,7816.24430504561,13902,83975.2772316888,78423
All Suites,Americas,2017-05-27,16798.0711806806,16611,86485.2536521835,86276
All Suites,Americas,2017-05-28,13616.6020226692,13766,68336.2487473542,67957
All Suites,Americas,2017-05-29,6151.70844563927,6424,47134.059935325,45337
All Suites,Americas,2017-05-30,7737.99121178956,6235,85102.2025447475,69485
All Suites,Americas,2017-05-31,7710.96901014779,6617,85503.9326540971,77845
All Suites,Americas,2017-06-01,7683.7141076205,7527,85940.0701885873,74113
All Suites,Americas,2017-06-02,7657.70195113579,11200,86402.4791876784,76829
All Suites,Americas,2017-06-03,13404.5096343728,12804,80276.2729562086,80738
All Suites,Americas,2017-06-04,7401.04960961299,7381,62639.2359621705,65368
All Suites,Americas,2017-06-05,7601.53721115823,6205,87860.8007134979,90829
All Suites,Americas,2017-06-06,7594.51943268057,5806,88341.5993163655,97989
All Suites,Americas,2017-06-07,7595.23391073973,6296,88805.924851305,96382
All Suites,Americas,2017-06-08,7604.54413711365,8007,89246.3254653137,84471
All Suites,Americas,2017-06-09,7623.09956229687,12258,89656.1612719723,81148
All Suites,Americas,2017-06-10,13450.9971203373,14135,83400.3210912689,83612
All Suites,Americas,2017-06-11,7474.08095045738,8307,65564.617060484,67148
All Suites,Americas,2017-06-12,7737.1569500505,6831,90650.971675684,91438
All Suites,Americas,2017-06-13,7794.36106645814,6094,90892.9584877042,98810
All Suites,Americas,2017-06-14,7860.39398711178,6614,91087.4949147021,97168
All Suites,Americas,2017-06-15,7934.44311253126,8093,91234.8454737685,86681
All Suites,Americas,2017-06-16,8015.48531771619,12793,91336.4586910487,81256
All Suites,Americas,2017-06-17,13931.5671908542,14308,84742.343416848,81325
All Suites,Americas,2017-06-18,7977.18785417037,8162,66550.3150654838,62709
All Suites,Americas,2017-06-19,8287.769474405,6970,91397.3121906594,90945
All Suites,Americas,2017-06-20,8383.36555705854,6204,91350.8877780776,99124
All Suites,Americas,2017-06-21,8478.76335356684,6488,91280.1374326676,97990
All Suites,Americas,2017-06-22,8572.37633197055,8361,91191.1573140373,89114
All Suites,Americas,2017-06-23,8662.6655005479,12960,91090.2461929745,86049
All Suites,Americas,2017-06-24,14607.0070968906,14837,84308.062872107,86982
All Suites,Americas,2017-06-25,8610.12094666433,9159,65948.8777863172,69318
All Suites,Americas,2017-06-26,8899.7526068862,7487,90778.2276723926,91888
All Suites,Americas,2017-06-27,8963.67933516177,6896,90690.4766158926,98045
All Suites,Americas,2017-06-28,9018.62612386681,7423,90619.2798744337,94685
All Suites,Americas,2017-06-29,9064.07923837503,9036,90568.6945241363,81289
All Suites,Americas,2017-06-30,9099.77527680047,14220,90541.9739314435,77677
All Suites,Americas,2017-07-01,16626.5306693887,18048,83542.864134838,82688
All Suites,Americas,2017-07-02,10164.9401923144,15154,43742.9951345821,63629
All Suites,Americas,2017-07-03,10846.0112582138,13234,57267.898349034,56032
All Suites,Americas,2017-07-04,11835.7925202653,10137,61029.8059335974,50576
All Suites,Americas,2017-07-05,13062.2751329111,9742,72348.1361921301,64356
All Suites,Americas,2017-07-06,11649.1928579492,10980,80827.1901003309,71765
All Suites,Americas,2017-07-07,10134.1015005124,14106,86448.5276250542,78292
All Suites,Americas,2017-07-08,15010.5444513447,15278,80682.4616992661,79766
All Suites,Americas,2017-07-09,8838.96260785561,9285,66419.1136706379,67203
All Suites,Americas,2017-07-10,9033.11980481554,7854,91681.7318687234,92087
All Suites,Americas,2017-07-11,9008.59538025741,6942,91891.0443250743,99190
All Suites,Americas,2017-07-12,8986.53462011716,7239,92102.5345565788,98548
All Suites,Americas,2017-07-13,8968.32981326305,8904,92311.7116164789,90194
All Suites,Americas,2017-07-14,8955.25208189305,13734,92514.2040388155,86159
All Suites,Americas,2017-07-15,14895.9427133579,15582,85960.9436204483,86539
All Suites,Americas,2017-07-16,8727.98933565279,10013,67757.338733267,69294
All Suites,Americas,2017-07-17,8956.98738586984,8364,93041.7665685276,93310
All Suites,Americas,2017-07-18,8973.60397577372,7489,93179.5856106082,99475
All Suites,Americas,2017-07-19,8998.85422017476,7682,93293.8306002945,98740
All Suites,Americas,2017-07-20,9032.73846405157,9375,93382.5253860985,90286
All Suites,Americas,2017-07-21,9075.00851869857,13589,93444.2129074791,86678
All Suites,Americas,2017-07-22,15102.2657019294,14886,86709.9350328676,86961
All Suites,Americas,2017-07-23,8960.65345144747,9426,68292.1620266112,69628
All Suites,Americas,2017-07-24,9246.10476293917,8010,93460.053918576,91831
All Suites,Americas,2017-07-25,9314.82302374248,7416,93408.731065105,98532
All Suites,Americas,2017-07-26,9387.39595511826,7685,93329.919330227,97418
All Suites,Americas,2017-07-27,9462.4219952767,9501,93224.5180869449,88292
All Suites,Americas,2017-07-28,9538.40787083952,13899,93093.6040999815,86282
All Suites,Americas,2017-07-29,15620.4625039409,15664,86147.2707170811,85985
All Suites,Americas,2017-07-30,9464.08785233644,10083,67503.3993455733,66523
All Suites,Americas,2017-07-31,9756.04737681465,8472,92559.7950781259,85409
All Suites,Americas,2017-08-01,9819.84645602228,7877,92338.8338559853,93075
All Suites,Americas,2017-08-02,9877.04192643408,8415,92098.1884227047,93058
All Suites,Americas,2017-08-03,9926.3505604444,9996,91838.7857515096,85349
All Suites,Americas,2017-08-04,9966.63537480569,14749,91561.4193891245,84085
All Suites,Americas,2017-08-05,16031.1539423978,16588,84452.5777786597,84300
All Suites,Americas,2017-08-06,9792.47666182431,10638,65633.1750763771,67018
All Suites,Americas,2017-08-07,10024.6068546482,8926,90627.6716285633,88125
All Suites,Americas,2017-08-08,10021.0312224517,8145,90284.1775398586,96257
All Suites,Americas,2017-08-09,10005.5484024322,8538,89925.3301502231,94508
All Suites,Americas,2017-08-10,9978.19066830787,10219,89551.6796558526,83493
All Suites,Americas,2017-08-11,9939.18507339645,14994,89163.9262709383,79014
All Suites,Americas,2017-08-12,15950.4018591211,16739,81925.7272857502,80388
All Suites,Americas,2017-08-13,9603.04980710286,9930,62962.3505707211,63250
All Suites,Americas,2017-08-14,9757.17100583023,8262,87926.7196825978,87751
All Suites,Americas,2017-08-15,9677.20285260974,7796,87494.8886384769,95988
All Suites,Americas,2017-08-16,9589.06081660157,8214,87056.9689177809,94275
All Suites,Americas,2017-08-17,9493.75130680361,9711,86615.8237224427,82205
All Suites,Americas,2017-08-18,9392.32583579797,14406,86174.7992096136,77388
All Suites,Americas,2017-08-19,15374.5529728836,17005,78877.3727484733,80203
All Suites,Americas,2017-08-20,8949.41864318649,10681,59855.5898865842,65270
All Suites,Americas,2017-08-21,9062.02687744827,8475,84892.8984110138,86552
All Suites,Americas,2017-08-22,8946.70706359892,7500,84494.8674036507,95141
All Suites,Americas,2017-08-23,8830.38589833329,7677,84120.0505744522,94878
All Suites,Americas,2017-08-24,8713.9265439922,9044,83773.8942871796,81256
All Suites,Americas,2017-08-25,8598.10995489418,13232,83461.8903454762,73651
All Suites,Americas,2017-08-26,14599.5624667342,14879,76306.0186248094,76222
All Suites,Americas,2017-08-27,8144.09009737112,8179,57442.9488872935,59723
All Suites,Americas,2017-08-28,8261.0104249061,6824,82783.6749894938,84522
All Suites,Americas,2017-08-29,8153.82559302032,6451,82659.519822962,90621
All Suites,Americas,2017-08-30,8049.89874567766,6659,82593.0065753909,85219
All Suites,Americas,2017-08-31,7949.52916928634,8054,82587.0806610836,69969
All Suites,Americas,2017-09-01,7852.96468194583,14570,82643.8102911819,75407
All Suites,Americas,2017-09-02,18019.7935407809,18035,84289.770378127,84362
All Suites,Americas,2017-09-03,14472.3525750319,15046,67032.8864387631,67378
All Suites,Americas,2017-09-04,5841.59533170119,6318,44672.2465392427,44734
All Suites,Americas,2017-09-05,7507.32834059182,6049,83500.5673950536,71040
All Suites,Americas,2017-09-06,7431.97846272409,6586,83863.966770607,82753
All Suites,Americas,2017-09-07,7361.56784072182,7689,84280.0662694596,77831
All Suites,Americas,2017-09-08,7296.32204003105,11019,84743.3753849303,76781
All Suites,Americas,2017-09-09,13403.6640987477,12524,78318.2958292715,81535
All Suites,Americas,2017-09-10,6953.48755916643,7620,60136.9792374681,70883
All Suites,Americas,2017-09-11,7134.25039106705,5871,86348.0718416025,90789
All Suites,Americas,2017-09-12,7092.46690225852,4989,86928.1402442866,96978
All Suites,Americas,2017-09-13,7057.35429597913,5459,87516.3616845244,96951
All Suites,Americas,2017-09-14,7029.24670700356,7023,88103.7370985793,87208
All Suites,Americas,2017-09-15,7008.46198318034,11292,88681.323998486,81316
All Suites,Americas,2017-09-16,13185.9166680771,13167,82288.7275371253,84456
All Suites,Americas,2017-09-17,6760.2029461825,7067,64061.2024518202,68081
All Suites,Americas,2017-09-18,6992.63654667754,5708,90271.1285755608,95455
All Suites,Americas,2017-09-19,7003.41766475889,5442,90728.4635659489,102242
All Suites,Americas,2017-09-20,7022.2814551805,5667,91139.2228666673,100378
All Suites,Americas,2017-09-21,7049.09617165028,7249,91498.8839331264,87669
All Suites,Americas,2017-09-22,7083.60197952096,11593,91804.1862216459,82533
All Suites,Americas,2017-09-23,13339.4942250986,13629,85078.9271908177,86488
All Suites,Americas,2017-09-24,6943.3328218486,7083,66470.0564496337,68059
All Suites,Americas,2017-09-25,7228.5745292071,5891,92381.6355553299,94159
All Suites,Americas,2017-09-26,7288.43408796054,5342,92464.0840949495,101915
All Suites,Americas,2017-09-27,7352.56955592117,5625,92496.2359127426,99767
All Suites,Americas,2017-09-28,7419.89404194873,6997,92482.7480093668,85649
All Suites,Americas,2017-09-29,7489.21353464429,11639,92429.3141796336,78506
All Suites,Americas,2017-09-30,13796.8019069672,14605,85345.6507361682,82580
All Suites,Americas,2017-10-01,7397.1617232349,7414,66390.5100703354,60557
All Suites,Americas,2017-10-02,7696.05460070968,6350,92098.0973510895,85947
All Suites,Americas,2017-10-03,7760.07034950014,6202,91956.1296628275,96930
All Suites,Americas,2017-10-04,7819.34856032153,6391,91811.535600161,96717
All Suites,Americas,2017-10-05,7872.59869971488,8019,91671.9822407181,86070
All Suites,Americas,2017-10-06,7918.62502778089,12824,91544.6596319405,87424
All Suites,Americas,2017-10-07,14887.7619074078,15061,90614.5980012345,91523
All Suites,Americas,2017-10-08,9188.97936149384,9835,68975.2023540137,69475
All Suites,Americas,2017-10-09,6535.52571254899,7002,86122.2432479878,86486
All Suites,Americas,2017-10-10,8011.46168567422,6450,91266.8171117089,98968
All Suites,Americas,2017-10-11,8008.77892535981,6761,91274.5754054882,99550
All Suites,Americas,2017-10-12,7995.29891366973,8565,91317.1005979364,89322
All Suites,Americas,2017-10-13,7971.21499753318,13100,91393.5852662649,86800
All Suites,Americas,2017-10-14,14221.0420789188,14969,84460.897613136,89850
All Suites,Americas,2017-10-15,7660.02524266746,7959,65676.411803917,67690
All Suites,Americas,2017-10-16,7840.94234385439,6308,91798.1610401287,94507
All Suites,Americas,2017-10-17,7781.19561673466,5586,91975.6034615475,103175
All Suites,Americas,2017-10-18,7715.30473647656,5899,92163.8083410422,102370
All Suites,Americas,2017-10-19,7644.72761819135,7687,92355.2674108842,91976
All Suites,Americas,2017-10-20,7571.03909223138,12286,92541.9914664286,88806
All Suites,Americas,2017-10-21,13802.9555781786,14344,85653.489574021,91651
All Suites,Americas,2017-10-22,7186.89992105226,7321,66847.3371014521,69688
All Suites,Americas,2017-10-23,7347.94278447256,5894,92991.9787222737,97518
All Suites,Americas,2017-10-24,7278.43240351443,5385,93079.2003897821,105279
All Suites,Americas,2017-10-25,7213.94943713421,5824,93123.5227703481,103460
All Suites,Americas,2017-10-26,7155.86092362777,7604,93119.4497485032,90268
All Suites,Americas,2017-10-27,7105.34773413966,11929,93062.7192250665,81994
All Suites,Americas,2017-10-28,13393.424469269,14205,85866.8542178119,83322
All Suites,Americas,2017-10-29,6795.71089433586,7034,66701.1315463651,58039
All Suites,Americas,2017-10-30,7007.56615200521,5474,92555.6882358669,71642
All Suites,Americas,2017-10-31,6994.31280659802,5070,92275.3535765833,76266
All Suites,Americas,2017-11-01,6990.71018256884,5893,91943.9145377826,94222
All Suites,Americas,2017-11-02,6996.29708146928,7265,91566.4869552328,87455
All Suites,Americas,2017-11-03,7010.32088569893,10909,91149.6363777052,85178
All Suites,Americas,2017-11-04,13384.8012175631,13019,83596.2561230874,85939
All Suites,Americas,2017-11-05,6823.55067347934,6747,64090.7387487681,66475
All Suites,Americas,2017-11-06,7091.53734562891,5662,89746.2416716451,95678
All Suites,Americas,2017-11-07,7126.7302466046,5427,89259.7939813945,104971
All Suites,Americas,2017-11-08,6994.02738448251,5950,97141.0007457476,103053
All Suites,Americas,2017-11-09,8164.28868131536,8102,90406.7318670967,86709
All Suites,Americas,2017-11-10,7664.17561987395,12852,88025.8917806316,85774
All Suites,Americas,2017-11-11,13636.6300087691,14014,80371.4741262128,85858
All Suites,Americas,2017-11-12,7046.43685229006,7064,60952.9803526458,65126
All Suites,Americas,2017-11-13,7297.50222413297,6017,86858.1198258243,97166
All Suites,Americas,2017-11-14,7302.69479976667,5480,86623.9663597255,105418
All Suites,Americas,2017-11-15,7297.47161733974,5803,86452.8720766631,104134
All Suites,Americas,2017-11-16,7280.9572559787,7117,86346.606117637,89006
All Suites,Americas,2017-11-17,7252.60600953927,11571,86304.8342360667,78755
All Suites,Americas,2017-11-18,13610.1901929082,14413,79180.1184441088,78839
All Suites,Americas,2017-11-19,6922.58456118065,8717,60146.933718609,50866
All Suites,Americas,2017-11-20,7016.86067961604,7617,53683.5134840322,54690
All Suites,Americas,2017-11-21,7457.95665394829,8022,50845.9918223281,51038
All Suites,Americas,2017-11-22,10285.9398516648,10869,57295.6539383164,57658
All Suites,Americas,2017-11-23,13248.2257193059,13967,69279.0196387034,69897
All Suites,Americas,2017-11-24,14714.2049820693,15497,74369.4378161093,75206
All Suites,Americas,2017-11-25,12652.4086416653,13314,64080.4529207927,63061
All Suites,Americas,2017-11-26,6318.88407848751,6123,61434.647319645,44994
All Suites,Americas,2017-11-27,6460.19625688432,5564,87895.9803755143,76076
All Suites,Americas,2017-11-28,6368.08283539301,5667,87988.72842223,90653
All Suites,Americas,2017-11-29,6283.55025194852,6075,88010.7344885371,90714
All Suites,Americas,2017-11-30,6209.3211103286,6900,87948.2223520532,77068
All Suites,Americas,2017-12-01,6148.00047496445,10619,87788.8336027817,72973
All Suites,Americas,2017-12-02,12543.4551775489,12370,80340.7345968286,76546
All Suites,Americas,2017-12-03,5834.44397974558,6763,60769.6883185584,61258
All Suites,Americas,2017-12-04,6064.29285697676,6284,86634.8297545269,92751
All Suites,Americas,2017-12-05,6075.8698238103,5956,86005.2201388885,102239
All Suites,Americas,2017-12-06,6109.24825696379,6040,85250.0910726899,99997
All Suites,Americas,2017-12-07,6164.98773975811,6850,84372.0187654835,84282
All Suites,Americas,2017-12-08,6243.15108879987,10402,83376.6104627034,74298
All Suites,Americas,2017-12-09,12806.4838513635,12288,75073.0269676781,74146
All Suites,Americas,2017-12-10,6224.57533935321,6679,54644.4523755135,57357
All Suites,Americas,2017-12-11,6605.0926034854,6235,79786.7267519505,87796
All Suites,Americas,2017-12-12,6763.31401015993,6060,78436.0073951825,96125
All Suites,Americas,2017-12-13,6936.66772393986,6264,77037.7723013374,92725
All Suites,Americas,2017-12-14,7122.3187611457,7260,75612.6170297079,74743
All Suites,Americas,2017-12-15,7317.07707740296,11471,74182.4859094847,66636
All Suites,Americas,2017-12-16,14002.4046477728,13691,65552.5898583617,70094
All Suites,Americas,2017-12-17,7479.12095495695,7263,44915.3395762713,47736
All Suites,Americas,2017-12-18,7920.19424935323,6756,70093.0807560839,62095
All Suites,Americas,2017-12-19,8114.82065848922,6621,68873.8256249132,62923
All Suites,Americas,2017-12-20,8299.80650140917,6979,67762.5812380448,55835
All Suites,Americas,2017-12-21,8471.41922432704,8178,66779.0664214387,47606
All Suites,Americas,2017-12-22,9359.7902097448,11712,61917.1218067109,49168
All Suites,Americas,2017-12-23,15780.6228057738,14069,48755.7849100152,51389
All Suites,Americas,2017-12-24,10926.4275261985,13414,25862.81450756,48104
All Suites,Americas,2017-12-25,11098.2931234353,12800,46096.0171177129,47604
All Suites,Americas,2017-12-26,12406.1231679012,12896,54799.0536286609,52948
All Suites,Americas,2017-12-27,14228.677987544,13711,64622.703441437,60586
All Suites,Americas,2017-12-28,9046.6055847787,14081,64601.7147935846,62555
All Suites,Americas,2017-12-29,9016.51991143045,16054,65031.0172316672,65546
All Suites,Americas,2017-12-30,18547.0164299384,17286,59946.7479039817,63909
All Suites,Americas,2017-12-31,15818.9533937495,18700,44495.1369977814,65898
All Suites,Americas,2018-01-01,8222.92646395315,9212,40319.4188830316,38043
All Suites,Americas,2018-01-02,7576.23151909833,7985,52090.4130789803,49292
